chr	start	end	strand	genes	LL_mean	k_mean	n	size
chr15	74986591	74998031	-	['Ly6a' 'Gm8000']	0.5966850132836677	0.00012712365163213333	2	11440
chr15	58890155	59082005	-	['Tatdn1' 'Mtss1']	0.8727606228650411	0.0026177353734696076	2	191850
chr15	58028243	58135082	-	['Gm29394' 'Atad2']	0.8051580043029141	0.0010119381461675808	2	106839
chr15	39768487	39943994	-	['Dpys' 'Lrp12']	0.8294136305096724	0.0005143633880403719	2	175507
chr15	37923952	38078854	-	['Rrm2b' 'Ubr5']	0.8299278590748822	0.0006080305471544981	2	154902
chr15	36174010	36235621	+	['Polr2k' 'Spag1']	0.7095681636013933	1.5828780198564366e-05	2	61611
chr15	35855394	35863368	+	['Gm48965' 'Gm48961']	0.7901597366584334	0.0006128037005881	2	7974
chr15	10446756	10485947	-	['Dnajc21' 'Brix1']	0.9460711063407878	0.0005192332095920959	2	39191
chr15	10177238	10410153	+	['Prlr' 'Agxt2']	0.7981031651831662	0.003916230246543178	2	232915
chr15	5143861	5218336	+	['Ttc33' 'Prkaa1']	0.8826349157600634	0.00023523497093658354	2	74475
chr15	3965445	3995744	-	['Fbxo4' 'AW549877']	0.9012311988483189	0.0005122504006670705	2	30299
chr14	103080239	103346814	-	['Fbxl3' 'Mycbp2']	0.8793529506911474	0.000974058101540036	2	266575
chr10	121546455	121626332	-	['Tbk1' 'Xpot']	0.9332549718139915	0.00038506638847409826	2	79877
chr4	12089439	12116236	+	['Rbm12b2' 'Gm11839']	0.650980678209153	0.00093074923216437	2	26797
chr4	11199158	11322137	-	['Ints8' 'Dpy19l4']	0.9012308546239463	0.00017650063572047548	2	122979
chr3	152386260	152462826	+	['Gm43858' 'Zzz3']	0.9863971422799264	0.0004948303151089333	2	76566
chr3	152346478	152462826	+	['Zzz3' 'Usp33']	0.9731540433829378	0.00046488614513946487	2	116348
chr3	146404642	146465849	+	['Ctbs' 'Ssx2ip']	0.7484212484674302	0.0004944857957190361	2	61207
chr3	145922804	145944829	+	['2410004B18Rik' 'Bcl10']	0.9064131837017411	0.0037590384680746807	2	22025
chr3	138415466	138455499	+	['Adh4' 'Adh5']	0.9749810176982343	3.527043001368864e-05	2	40033
chr3	137897144	137928900	+	['Gm43088' 'Lamtor3']	0.9287112217666984	0.00016201544242696274	2	31756
chr3	135860348	135875957	+	['Gm43429' 'Gm43428']	0.8912426205768076	0.000694383299462725	2	15609
chr3	132684144	132844576	+	['Tbck' 'Gm9403']	0.890439090244236	0.0005969621352432618	2	160432
chr3	122913070	122984510	-	['Gm10959' 'Usp53']	0.8351971467825869	0.0008736669057307312	2	71440
chr3	119727748	119746446	-	['Gm43300' 'Gm42664']	0.9052937180310523	0.00018394054539262828	2	18698
chr3	106481982	106547802	-	['2010016I18Rik' 'Cept1']	0.7217562713314809	5.002786929403267e-05	2	65820
chr4	41194313	41314889	-	['Ubap2' 'Dcaf12']	0.9521025860045368	0.0005228563947055837	2	120576
chr4	107178399	107218060	+	['Tmem59' 'Ldlrad1']	0.8102811165871429	0.0017018630042720001	2	39661
chr4	106910701	107088268	+	['Cyb5rl' 'Ssbp3']	0.877601375221486	0.0002602735453903247	2	177567
chr4	103313812	103492040	+	['Oma1' 'Gm12718']	0.6849399272450398	0.003077319740069506	2	178228
chr4	99193934	99275145	+	['Atg4c' 'Gm10305']	0.8664387332829988	0.0005496225516564031	2	81211
chr4	96516138	96591578	-	['Cyp2j6' 'Cyp2j9']	0.8380252511046078	0.0026968030108446258	2	75440
chr4	63544772	63586357	+	['Atp6v1g1' 'Tmem268']	0.9020661267356758	0.00015917840919314405	2	41585
chr4	62360727	62426990	+	['Prpf4' 'Slc31a1']	0.9558021347290606	0.00024884385321238643	2	66263
chr4	46450902	46503632	+	['Nans' 'Anp32b']	0.8218183116285911	0.0007574500950542296	2	52730
chr4	46114746	46196311	-	['Tstd2' 'Xpa']	0.9146911442592528	0.0008491878582813357	2	81565
chr4	43651335	43656466	-	['Spag8' 'Hint2']	0.9383690823399713	0.00058211171185655	2	5131
chr4	43531519	43578873	-	['Tln1' 'Gba2']	0.9669610949105103	0.0006022854201573847	2	47354
chr4	41495604	41569538	-	['Fam219a' 'Myorg']	0.8745598177046607	5.230013884746101e-05	2	73934
chr3	105924358	105960099	-	['I830077J02Rik' 'Atp5f1']	0.8851107408444697	0.0005574005963468807	2	35741
chr3	100624902	100630944	-	['Gm42869' 'Gm43462']	0.8728163211599137	0.00014057789482985	2	6042
chr3	83007724	83033627	+	['Fgg' 'Fga']	0.9603350778656454	0.0013020709749462312	2	25903
chr3	67430096	67478818	+	['Gfm1' 'Gm42568']	0.9551353413629464	0.0014341127358738779	2	48722
chr3	63963633	64022579	+	['Gm26850' 'Gmps']	0.7727494540585051	0.0008489500262816791	2	58946
chr3	63914684	63964768	-	['E130311K13Rik' 'Slc33a1']	0.7395159996132334	2.024035838500712e-07	2	50084
chr3	41477577	41493192	-	['Platr4' 'Gm40040']	0.9768614679487703	0.0022934935378391315	2	15615
chr3	37639947	37647952	+	['Spry1' 'Gm43820']	0.9270555752409453	0.000758425611597675	2	8005
chr3	36088859	36099144	+	['Gm43079' 'Gm43205']	0.8636671982009001	0.0001625500998931	2	10285
chr3	36065979	36099144	+	['Acad9' 'Gm43205']	0.8498613344871626	0.00014944375987321153	2	33165
chr3	34019943	34076000	+	['Fxr1' 'Gm43668']	0.9753588391428161	1.7441605562099906e-05	2	56057
chr3	32706298	32751566	+	['Actl6a' 'Ndufb5']	0.9612586223367257	1.0205795706557388e-05	2	45268
chr3	32510259	32579239	+	['Zfp639' 'Mfn1']	0.9539580575534383	7.943768244180851e-05	2	68980
chr3	19187327	19240987	+	['Mtfr1' 'Gm16093']	0.9910829525801963	2.7170237477972412e-05	2	53660
chr3	10321712	10351317	-	['Gm38303' 'Zfand1']	0.9180883728674696	0.0008542106772876513	2	29605
chr3	8802146	9004723	-	['Mrps28' 'Tpd52']	0.7088836783318135	0.0005317832574838035	2	202577
chr2	181669836	181693977	-	['Sox18' 'Rgs19']	0.8626924821618013	0.0003068250854935	2	24141
chr3	85544316	85573945	-	['Gm42812' 'Gm15535']	0.7534909489282378	0.001374103887144572	2	29629
chr3	95129536	95142360	-	['Scnm1' 'Tnfaip8l2']	0.79850804265894	9.991965788010256e-05	2	12824
chr3	97609932	97655282	+	['Gm43075' 'Fmo5']	0.8422617427530172	0.0036091468305560967	2	45350
chr3	95871522	95898288	+	['C920021L13Rik' 'Aph1a']	0.8069267560236968	0.0016738481894082934	2	26766
chr3	95307076	95357202	-	['6330562C20Rik' 'Setdb1']	0.8411710895861548	5.910570096620919e-05	2	50126
chr3	90514435	90543151	+	['S100a16' 'S100a13']	0.8790034532554997	9.285695894970238e-05	2	28716
chr3	88905107	88951181	-	['Msto1' 'Dap3']	0.8578826884006616	3.2388967572600114e-05	2	46074
chr3	90311518	90337951	+	['Gm45477' 'Gm45354']	0.9886340587825633	0.00011784230446270001	2	26433
chr3	89995446	90052628	-	['Ubap2l' 'Hax1']	0.9777548428843076	5.627787500277338e-05	2	57182
chr3	89268246	89281142	-	['Slc50a1' 'Efna1']	0.9658631004878059	0.0002622819445128778	2	12896
chr3	89202928	89213164	+	['Gba' 'Gm43737']	0.9072153178366978	0.0013819176809591748	2	10236
chr3	89164795	89182765	+	['Clk2' 'Scamp3']	0.9870108828358137	0.0018852206390211138	2	17970
chr3	89083981	89101959	-	['Rusc1' 'Fdps']	0.8556849442860393	0.000637838182087389	2	17978
chr4	107879755	107899384	+	['Magoh' 'Czib']	0.936754485055368	0.00010415830753572551	2	19629
chr4	109651529	109667189	-	['9630013D21Rik' 'Cdkn2c']	0.7324447461563738	0.0001207559148282691	2	15660
chr5	86889767	86926530	-	['Ugt2b34' 'Ugt2b1']	0.9116309536005098	0.0005196684841533033	2	36763
chr5	76951307	76999937	+	['Paics' 'Srp72']	0.980538055372818	0.0006067536411658221	2	48630
chr5	76873659	76951578	-	['Aasdh' 'Ppat']	0.8357686779985178	0.001128299205794672	2	77919
chr5	76529311	76646466	+	['Cep135' 'Exoc1']	0.6549043141854012	5.5939823125948255e-05	2	117155
chr5	73187954	73212643	-	['Gm42571' 'Gm17207']	0.8646454954415501	0.000333412004560125	2	24689
chr5	66524187	66534161	-	['Gm43343' 'Gm43795']	0.9283411837616851	6.268735168234755e-05	2	9974
chr5	66069501	66084466	-	['Gm43775' 'Gm43323']	0.8976691686878151	0.0006212973073594166	2	14965
chr5	65979358	66173118	-	['9130230L23Rik' 'Rbm47']	0.7232507082510691	0.0005065710788489865	2	193760
chr5	65672609	65682344	-	['Gm42728' 'C030017G13Rik']	0.9470639325568391	0.00033181347809235003	2	9735
chr5	65537233	65619771	+	['Ube2k' 'Gm42727']	0.8568021383134128	0.0007148934149311433	2	82538
chr5	53267083	53283509	+	['Smim20' 'Gm45495']	0.9923087953187745	6.118866645386697e-05	2	16426
chr5	45758275	45772180	-	['Gm43201' 'Gm43200']	0.7951621004391787	0.00036384721442012503	2	13905
chr5	88554462	88651392	+	['Utp3' 'Rufy3']	0.9650459941508072	0.00021350369169262874	2	96930
chr5	120534153	120612589	-	['Tpcn1' 'Rita1']	0.8222156534226099	5.569180375796819e-06	2	78436
chr5	124463265	124531391	-	['Rilpl2' 'Rilpl1']	0.7648732153277594	7.755878346134379e-05	2	68126
chr5	124112297	124118196	+	['Ogfod2' 'Arl6ip4']	0.9674795325051501	5.530433286016925e-06	2	5899
chr5	123397240	123411864	+	['Gm42907' 'Gm43813']	0.9017666344316881	0.000604460232422475	2	14624
chr5	123343834	123457932	+	['Mlxip' 'Bcl7a']	0.9233809889363478	0.0006127963062060078	2	114098
chr5	122731170	122821339	-	['Camkk2' 'Anapc5']	0.7884114701484273	0.0007775348222795096	2	90169
chr5	90518932	90597871	+	['Afm' 'Albfm1']	0.8326877479907531	0.0035434126384703475	2	78939
chr5	118687618	118710079	+	['Gm43052' 'Gm43051']	0.9954095264248359	0.000261669223822625	2	22461
chr5	115333239	115348981	-	['Gatc' 'Cox6a1']	0.9505464805467743	0.0003783499451394714	2	15742
chr5	113818536	113908758	-	['Selplg' 'Coro1c']	0.7155668706212054	0.00019486770421536694	2	90222
chr5	110259130	110286186	-	['Pgam5' 'Pxmp2']	0.9276107763279864	0.0005588229764753748	2	27056
chr5	93093437	93179059	+	['Sept11' 'Gm43682']	0.7745972098957892	0.001103430897926339	2	85622
chr5	92555069	92606579	+	['Fam47e' 'Stbd1']	0.7006258843004065	0.004034364693792808	2	51510
chr5	92415540	92506833	-	['Nup54' 'Scarb2']	0.950487082549496	0.00032229745125051507	2	91293
chr5	33335509	33419754	+	['Maea' 'Uvssa']	0.9187235089593384	0.0004304826810547801	2	84245
chr4	116601052	116651680	-	['Nasp' 'Akr1a1']	0.9594478588824941	0.0003314732032629284	2	50628
chr4	138434671	138460123	+	['Mul1' 'Camk2n1']	0.9989350319152266	0.00040839866486644	2	25452
chr4	138313409	138367992	-	['Cda' 'Pink1']	0.951738277395615	0.0020318965700078595	2	54583
chr4	132974095	133078110	+	['Ahdc1' 'Fgr']	0.7864291212049359	2.6360289580747085e-05	2	104015
chr4	131899478	132075321	-	['Gm12992' 'Epb41']	0.7790839938840101	0.0007526829643887741	2	175843
chr4	128583539	128618619	-	['Zscan20' 'Tlr12']	0.7834740946716932	0.0006085078366592903	2	35080
chr4	123712710	123750345	-	['Ndufs5' 'Akirin1']	0.9329018267798992	3.999762153824529e-05	2	37635
chr4	120405281	120536661	+	['Scmh1' 'Slfnl1']	0.8174521819702449	0.000514812675974371	2	131380
chr4	119277981	119320546	-	['Ybx1' 'Ppih']	0.9035432355283461	0.0007846022463921757	2	42565
chr4	118409337	118432953	+	['Med8' 'Elovl1']	0.9937707228288779	9.129946192860808e-05	2	23616
chr4	139192899	139318426	+	['Capzb' 'Akr7a5']	0.9873984043625026	9.667255132696088e-05	2	125527
chr4	155992872	156016612	+	['Tnfrsf4' 'Sdf4']	0.9962876068532129	0.0005167734126369425	2	23740
chr5	32459828	32469429	+	['Gm43312' 'Gm43313']	0.9756955233194037	0.000243044339225275	2	9601
chr5	31048312	31078479	+	['Atraid' 'Cad']	0.8772492330586541	0.00016437042816155976	2	30167
chr5	24153294	24184013	+	['Gm43389' 'Nupl2']	0.8763663218221246	0.0005047757633337658	2	30719
chr5	24100605	24184013	+	['Klhl7' 'Nupl2']	0.8110680041738698	0.0004307935272861615	2	83408
chr5	20758663	20956398	-	['Phtf2' 'Rsbn1l']	0.7695109355006281	0.0003127024340099278	2	197735
chr4	155943831	155966629	+	['Ube2j2' 'C1qtnf12']	0.9428628263380209	0.0007613711913670167	2	22798
chr4	144972622	145246870	-	['Vps13d' 'Tnfrsf1b']	0.9623520574334339	0.0006547728657359841	2	274248
chr4	155614413	155669198	-	['Mib2' 'Gm10563']	0.7395120772520868	0.000521719425595887	2	54785
chr4	152297227	152334071	+	['Rpl22' 'Icmt']	0.9756434763586289	0.00045944697540662224	2	36844
chr4	151003652	151057963	-	['Per3' 'Vamp3']	0.7437490729644596	0.0021983201094454823	2	54311
chr4	149149991	149307693	-	['Pgd' 'Kif1b']	0.9327757388118754	0.0024949909753661805	2	157702
chr2	181380078	181387586	+	['Lime1' 'Slc2a4rg-ps']	0.9968034079127568	1.8829683326474643e-06	2	7508
chr5	129945580	129966226	+	['Gm42986' 'Gm43482']	0.9717215012204331	0.00030150022524312505	2	20646
chr1	171839697	171898237	+	['Cd84' 'Gm10521']	0.6150899273763493	0.0016936136674750519	2	58540
chr1	165174337	165236996	-	['Tiprl' 'Sft2d2']	0.9423451091747614	0.00025452714322489966	2	62659
chr1	164143432	164152217	-	['Gm16587' 'Gm16548']	0.8481396309211067	0.0021046090450432837	2	8785
chr1	161811045	161876682	-	['Gm37357' 'Suco']	0.8564903170286612	2.238971359448074e-05	2	65637
chr1	160202367	160793211	-	['Cacybp' 'Rabgap1l']	0.7637691719745077	0.0003323405132579277	2	590844
chr1	156856217	156876120	-	['Gm37802' 'Gm37943']	0.7482023610958858	0.0011599572364859667	2	19903
chr1	156653617	156719086	-	['Tor3a' 'Fam20b']	0.8259283664886109	0.0019446807165455437	2	65469
chr1	135382312	135688105	-	['Ipo9' 'Nav1']	0.7193462775756496	0.0001466349110687327	2	305793
chr1	135262712	135313778	-	['Rnpep' 'Timm17a']	0.9877902779934887	9.407014429399063e-05	2	51066
chr1	134799895	134827549	-	['Gm37949' 'Gm37677']	0.8324006794912452	0.0005219800358752786	2	27654
chr1	171329145	171359254	+	['Pfdn2' 'Dedd']	0.9947380908431902	0.000400755539382183	2	30109
chr1	177442351	177461204	+	['Zbtb18' 'Gm29856']	0.7724401782246308	1.1645133457211341e-05	2	18853
chr2	25926838	26021747	-	['Camsap1' 'Ubac1']	0.9252169671858603	0.0012305011668092276	2	94909
chr2	18672384	18686629	+	['Commd3' 'Bmi1']	0.798531241904998	0.00012578798621612708	2	14245
chr2	14074098	14153297	+	['Stam' 'Gm37499']	0.8894309757989092	0.0003987759401703893	2	79199
chr2	14016086	14040423	-	['D930036K23Rik' 'Gm37894']	0.7727516681109534	0.000417759407000475	2	24337
chr2	12372212	12392483	-	['Gm37255' 'Gm38014']	0.8923028637586983	0.0013553356936157	2	20271
chr2	5870987	5942792	-	['Sec61a2' 'Dhtkd1']	0.9747013388878811	0.0003261136879373918	2	71805
chr2	4881564	4938730	+	['Phyh' 'Sephs1']	0.9228616256716954	0.0029066674454795082	2	57166
chr1	194993258	195016448	+	['Gm37334' '9630010A21Rik']	0.9799986786703789	0.000385688403818625	2	23190
chr1	194976375	195044679	+	['Gm37366' 'A330023F24Rik']	0.9129247243141918	0.00036916442203855683	2	68304
chr1	186711218	186749358	-	['Gm37849' 'Rrp15']	0.7144653863055179	0.0017025718479280892	2	38140
chr1	185332149	185428360	+	['Bpnt1' 'Eprs']	0.9067757455094168	0.002986601905717366	2	96211
chr1	184786767	184846451	-	['Marc1' 'Marc2']	0.9967940469433938	0.0003996347519574771	2	59684
chr1	180357649	180379514	+	['Gm36933' 'Gm37033']	0.9105723696361652	0.000110194709741909	2	21865
chr1	178319130	178341470	+	['Cox20' 'Gm38300']	0.8129682992810956	0.0011872486098405501	2	22340
chr1	134405559	134433351	+	['Cyb5r1' 'Adipor1']	0.8697293431911233	4.882146061177915e-05	2	27792
chr1	130717327	130744622	+	['Yod1' 'AA986860']	0.8419546829335446	0.0032117177751887415	2	27295
chr1	63113078	63180486	+	['Ino80dos' 'Eef1b2']	0.7481112797142417	1.8537898502948213e-05	2	67408
chr1	60180599	60388060	+	['Nbeal1' 'Cyp20a1']	0.7519935496170547	0.000114515072573272	2	207461
chr1	55052770	55091307	+	['Coq10b' 'Hspe1']	0.7099099287325936	0.004914622411720929	2	38537
chr1	44118957	44181260	+	['Bivm' 'Ercc5']	0.9172241146809144	6.399074192790177e-05	2	62303
chr1	44086613	44118808	-	['Tex30' 'Poglut2']	0.8116602248016613	0.0001723661728767803	2	32195
chr1	43741961	43827800	-	['Gm29155' 'Uxs1']	0.8157184476202619	0.002015654038164722	2	85839
chr1	37299865	37439124	+	['Unc50' 'Inpp4a']	0.9317839613750931	0.00019172360784753422	2	139259
chr1	36471620	36528237	+	['Cnnm4' 'Cnnm3']	0.7512570791910023	0.0019501207140230534	2	56617
chr1	34427002	34439672	-	['Ccdc115' 'Gm37233']	0.8690934965373824	9.832293578146014e-05	2	12670
chr1	21218575	21265661	+	['Tmem14a' 'Gsta3']	0.8902509005313581	0.0008104168878733681	2	47086
chr1	16665207	16709611	+	['Tmem70' 'Ly96']	0.90520837688681	5.0594428966159046e-05	2	44404
chr1	15805646	15856499	+	['Terf1' 'Gm37509']	0.9483160473675565	0.0007048642745287172	2	50853
chr1	64532645	64626033	+	['Creb1' 'Gm28982']	0.8959229698809068	0.00032135922049884825	2	93388
chr1	64690455	64740607	+	['Gm38058' 'Ccnyl1']	0.8314117994170698	0.00022539258651705098	2	50152
chr1	91250304	91321075	+	['Scly' 'Ube2f']	0.9777753966418208	0.0009920764012989242	2	70771
chr1	128132157	128146348	+	['Gm37588' 'Gm37868']	0.9304070364016368	0.00029253626067005	2	14191
chr1	127729413	127808061	+	['Acmsd' 'Ccnt2']	0.7911100209138484	0.000822341459091248	2	78648
chr1	86874350	86895132	+	['Gm37541' 'Gm38021']	0.8916383853319911	0.00086123187765055	2	20782
chr1	74236084	74353694	+	['Arpc2' 'Pnkd']	0.810933976093076	0.00144111007085429	2	117610
chr1	86826101	86837778	+	['Gm38142' 'Gm38010']	0.6014961067571488	0.000619336030064025	2	11677
chr1	86120883	86162788	+	['Gm37914' 'Gm21972']	0.8524177265850538	0.00022628918432430705	2	41905
chr1	84807158	84824683	-	['Gm38374' 'Gm37738']	1.0	5.43823712144266e-07	2	17525
chr1	75192151	75215606	+	['Stk16' 'Ankzf1']	0.9853831785245697	0.0003430782218962291	2	23455
chr1	74661745	74737892	+	['Ttll4' 'Cyp27a1']	0.9315440931650547	0.0009684406683288834	2	76147
chr1	74295603	74310713	+	['Gm37931' 'Gm29358']	0.8800472469932554	0.001469563443462175	2	15110
chr2	26055535	26140521	-	['Tmem250-ps' 'Nacc2']	0.9662424157890712	0.0003835738754716639	2	84986
chr2	122738503	122809569	+	['Bloc1s6' 'Sqor']	0.9401665818436966	0.000925432070031623	2	71066
chr2	155517948	155594955	+	['Acss2' 'Gssos1']	0.691554460014564	0.0011609478086659058	2	77007
chr2	155133509	155250277	+	['Itch' 'Dynlrb1']	0.9317043836885401	0.0008037997245974348	2	116768
chr2	153291413	153404007	+	['Kif3b' 'Asxl1']	0.9078655791524746	0.0003146325584517966	2	112594
chr2	152226839	152313996	+	['Csnk2a1' 'Tbc1d20']	0.9401525360685332	0.00130979641221987	2	87157
chr2	148672601	148692949	+	['Nxt1' 'Gzf1']	0.9631616107305052	3.959223869293931e-05	2	20348
chr2	144527718	144590749	+	['Polr3f' 'Sec23b']	0.8638627199210326	0.00027475737594475236	2	63031
chr2	132253357	132312050	+	['Cds2' 'AV099323']	0.9010187467153019	0.00011085878293653432	2	58693
chr2	132239492	132253314	-	['Tmem230' 'Pcna']	0.9636775082616373	5.653168102904409e-05	2	13822
chr2	131234063	131299188	+	['Pank2' 'Mavs']	0.978969174188155	0.0006585110311202169	2	65125
chr2	128698956	128854261	+	['Mertk' 'Tmem87b']	0.9547695562002203	3.1126345701793695e-05	2	155305
chr2	155956458	156018279	+	['Cep250' 'Ergic3']	0.8823032132299962	0.00036862441800277753	2	61821
chr2	156547584	156577457	+	['Aar2' 'Gm14168']	0.7539897300152747	0.0004149735310385075	2	29873
chr2	156846370	156858212	-	['Gm37790' '4930518I15Rik']	0.9082593550179758	0.000113026450492425	2	11842
chr2	172345565	172382448	+	['Fam210b' 'Cstf1']	0.9878449957529667	7.485439534345787e-05	2	36883
chr2	180967225	180987275	+	['Arfgap1' '9230112E08Rik']	0.9945220204563406	0.0007460118632117547	2	20050
chr2	180710117	180742280	+	['Gid8' 'Slc17a9']	0.7586354832891552	0.000706735838036255	2	32163
chr2	174461072	174473081	-	['Atp5e' 'Prelid3b']	0.9887108040287298	0.0001874920965336643	2	12009
chr2	174076308	174123070	+	['Npepl1' 'Stx16']	0.9645545336889549	0.00011335478999596442	2	46762
chr2	173110818	173159273	+	['Ctcflos' 'Pck1']	0.6789162165029912	0.0015063478768837144	2	48455
chr2	173000117	173034734	+	['Rbm38' 'Rae1']	0.8575692606450078	0.0002879856251055423	2	34617
chr2	168180986	168230591	-	['Dpm1' 'Adnp']	0.9902054489695462	5.999920530627077e-05	2	49605
chr2	157015799	157135265	-	['Soga1' 'Samhd1']	0.7693849873738021	1.8815028473921838e-05	2	119466
chr2	167421712	167516173	+	['Slc9a8' 'Rnf114']	0.9679241650699397	0.0006892613024144624	2	94461
chr2	165374264	165400405	-	['Zfp334' 'Ocstamp']	0.6909550007710165	0.0025244919489256536	2	26141
chr2	165276554	165326479	-	['Slc35c2' 'Elmo2']	0.9415779924523122	0.0013411990050457541	2	49925
chr2	164460967	164508301	+	['Gm20458' 'Pigt']	0.890217199416862	0.0007931901456591649	2	47334
chr2	160645888	160775760	+	['Plcg1' 'Top1']	0.9620804047980418	1.0001650406070772e-05	2	129872
chr2	121460235	121506665	-	['Mfap1b' 'Mfap1a']	0.6952380879427443	0.000349489557300475	2	46430
chr2	85037234	85073048	+	['Ssrp1' 'Tnks1bp1']	0.9506919836938117	0.0002559452877858653	2	35814
chr2	76629898	76673116	-	['Prkra' 'Fkbp7']	0.8054076191730466	0.0012060534407096557	2	43218
chr2	73816509	73911326	-	['Atf2' 'Atp5g3']	0.9347200207158226	0.00018500282815905167	2	94817
chr2	34777556	34826311	-	['Rabepk' 'Fbxw2']	0.8811516309351033	0.00026265884555640477	2	48755
chr2	33406108	33468559	-	['Zbtb34' 'Zbtb43']	0.9553267188554935	0.0001927293595847316	2	62451
chr2	32925216	32982083	-	['Lrsam1' 'Slc2a8']	0.6937956933807932	0.00017297664704110467	2	56867
chr2	32721055	32762244	+	['Tor2a' 'Sh2d3c']	0.8708463517478265	6.28663939910618e-05	2	41189
chr2	32535332	32573579	+	['Fam102a' 'Dpm2']	0.9173275810506396	0.0008443477220782532	2	38247
chr2	30133746	30174069	+	['Endog' 'Tbc1d13']	0.8973209323293316	0.0003674963621521555	2	40323
chr2	30090944	30124585	-	['Zdhhc12' 'Zer1']	0.8688124592164731	0.0001176353397344566	2	33641
chr2	86020633	86050742	+	['Olfr1033' 'Olfr1034']	0.8482095847808413	0.0003925325766267313	2	30109
chr2	104095801	104124749	+	['Cd59a' 'A930018P22Rik']	0.8716215602178021	0.0064795855877553335	2	28948
chr2	121128307	121171125	-	['Lcmt2' 'Zscan29']	0.8185169111292327	0.00023077406977978828	2	42818
chr2	120977017	121016904	+	['Tmem62' 'Ccndbp1']	0.7011991458938147	0.0003643335040932655	2	39887
chr2	120716154	120970715	-	['Ubr1' 'Cdan1']	0.7010062153831933	0.00013440253982008037	2	254561
chr2	120316461	120404113	-	['Vps39' 'Tmem87a']	0.9177169947246429	4.8853771422439655e-05	2	87652
chr2	119137001	119208795	-	['Rmdn3' 'Dnajc17']	0.848481893232297	0.00013084017639289193	2	71794
chr2	114101170	114201469	-	['Aqr' 'Zfp770']	0.7739895301488582	0.00021727345417147254	2	100299
chr2	104027721	104067486	+	['Fbxo3' 'Gm10912']	0.9713307053647467	0.0024000319639009417	2	39765
chr2	91054009	91115756	+	['Psmc3' 'Spi1']	0.9152979731429798	0.00011060248278022345	2	61747
chr2	94300767	94438136	-	['Ttc17' 'Api5']	0.9380219177024262	0.00020043247277279819	2	137369
chr2	93661028	93849943	-	['Ext2' 'Accs']	0.7110799254071818	0.0012126325758666553	2	188915
chr2	91929805	91975864	-	['Mdk' 'Dgkz']	0.8812965047103887	0.00017301446013732194	2	46059
chr2	91710852	91918849	+	['Harbi1' 'Ambra1']	0.9417024146395723	0.0002838085024518712	2	207997
chr2	91625320	91649791	-	['F2' 'Zfp408']	0.9874160315543727	0.0007666685695634151	2	24471
chr2	91255954	91276931	+	['Pacsin3' 'Arfgap2']	0.9891842487733606	7.109770983944467e-05	2	20977
chr5	129786998	129864050	+	['Cct6a' 'Sumf2']	0.9378999492365663	5.075049780984849e-05	2	77052
chr9	7818227	7873186	-	['Birc3' 'Birc2']	0.9810976069259822	3.113663340142436e-05	2	54959
chr9	3335140	3479236	+	['Alkbh8' 'Cwf19l2']	0.7821966220330165	0.0008341809468338617	2	144096
chr8	126930667	126971071	-	['Tomm20' 'Rbm34']	0.9658573409199258	0.0007431723082808119	2	40404
chr8	124863033	124906161	+	['Gnpat' 'Sprtn']	0.9757912240447024	0.00035241909607527694	2	43128
chr8	121881150	121944904	-	['Slc7a5' 'Car5a']	0.8341251643399166	0.0008523586285563223	2	63754
chr8	121549440	121652901	-	['Fbxo31' 'Zcchc14']	0.8618676204986475	9.94881464393579e-05	2	103461
chr8	120608602	120668573	-	['1190005I06Rik' 'Emc8']	0.7971110682016965	0.0004834521265488616	2	59971
chr8	120101582	120165306	+	['A130014A01Rik' '6430548M08Rik']	0.8395190827251677	0.00045558757602518103	2	63724
chr8	119508156	119575183	-	['Mbtps1' 'Hsdl1']	0.9218802976732478	0.0005649583641631555	2	67027
chr8	117661399	117677209	-	['Sdr42e1' 'Gm31717']	0.9542774957740726	0.0020138333512928954	2	15810
chr8	111966908	112011323	-	['Adat1' 'Kars']	0.8875944973406407	0.00022708954437238623	2	44415
chr8	111768491	111876750	-	['Cfdp1' 'Tmem170']	0.901825821083869	0.00023746545230932098	2	108259
chr9	21229730	21248443	-	['S1pr5' 'Keap1']	0.86354173296031	0.00041072295126610113	2	18713
chr9	45906497	45933738	+	['Pcsk7' 'Gm48529']	0.9918017693040118	0.0004729671057163818	2	27241
chr9	45039799	45077436	+	['Mpzl2' 'Mpzl3']	0.8025607003054661	0.00023537507772017498	2	37637
chr9	44912557	44965600	-	['Atp5l' 'Ube4a']	0.9936077584015539	0.00021611940259199476	2	53043
chr9	44767908	44802838	+	['Gm48702' 'Ift46']	0.9213876733668733	0.00025156166949133143	2	34930
chr9	44686304	44767845	-	['Phldb1' 'Arcn1']	0.8390724027911738	0.0005789660738182347	2	81541
chr9	44477928	44483803	-	['Gm47204' 'Gm47205']	0.8665468896311802	0.0015892640911181	2	5875
chr9	44403698	44418569	-	['Trappc4' 'Ccdc84']	0.9659776025457043	0.00042193081304994285	2	14871
chr9	35200175	35277731	+	['Srpr' 'Rpusd4']	0.6700625757601351	0.00010012438705374977	2	77556
chr9	27030175	27102343	+	['Gm48796' 'Ncapd3']	0.6996470009633486	0.0001052466362815562	2	72168
chr9	26974135	27030065	-	['Acad8' 'Vps26b']	0.8716730959538185	0.0009088261434105025	2	55930
